,track_name,track_id,track_pop,artist_name,featured_artist,album_name,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,intrumentalness,valence,tempo,track_lyrics,playlist_name

456,Pull Up,6dww8y59MiIREzWonqzGOy,0,Lil Mosey,None,Northsbest,5zctI4wO9XSKS8XwcnqEHk,0.655,0.607,7,-5.815,0,0.0862,0.554,0.0,0.2,149.033,"Yuh, ay. . Pull up and wet the block (pew). Sippin' on lean that's wok (lean). All on my dick she won't stop, yah (bitch). I told her to give me some slop (neck). . Pull up we drop the top (top). My niggas they pop alot (pop). Cannot fuck with opps (never). Walk through and I buy all the shots, yah. . My bitch she looking so bad (ouu). I'm in it she calling me dad (yuh). She sayin' she miss what we had (huh?). Sorry I fuck 'em and pass (bitch). Thumbin' through these checks like I don't know better (hunnids nigga). Youngest hit maker nigga who better?. . Pull up and wet the block (pew). Sippin' on lean that's wok (lean). All on my dick she won't stop, yah (bitch). I told her to give me some slop (neck). . Pull up we drop the top (top). My niggas they pop alot (pop). Cannot fuck with opps (never). Walk through and I buy all the shots, yah. . My bitch she looking so bad (ouu). I'm in it she calling me dad (yuh). She sayin' she miss what we had (huh?). Sorry I fuck 'em and pass (bitch). . Thumbin' through these checks like I don't know better (hunnids nigga). Youngest hit maker nigga who better?. . What's you doin' baby, say what's you doin' baby. Bitches goin' crazy, but shit I haven't made it (nah). Tryna cop a grill, bitch I need a mil. Said I used to stunt (ouu), nah I do that still (yuh). . Catch me in the ville, my niggas shoot to kill. They ain't got no chill (nah),. so watch how blood gets spilled (grrrah). . I don't know why niggas always talkin' that shit, yah. There you go, he just made another hit, yah. . Fuck out my way, nigga zoom (ouu). Niggas be quick to assume, yah. You can get popped like balloon (boom). Bitch get the fuck out my room, yuh (bitch). . Making that money so fast (vroom). I'm with some niggas who blast (pow). Don't love cause that shit don't last. I do what I do I get gas, yah. . Pull up and wet the block (pew). Sippin' on lean that's wok (lean). All on my dick she won't stop, yah (bitch). . I told her to give me some slop (neck). Pull up we drop the top (top). My niggas they pop alot (pop). Cannot fuck with opps (never). Walk through and I buy all the shots, yah. . My bitch she looking so bad (ouu). I'm in it she calling me dad (yuh). She sayin' she miss what we had (huh?). Sorry I fuck 'em and pass (bitch). Thumbin' through these checks like I don't know better (hunnids nigga). Youngest hit maker nigga who better?. . Pull up and wet the block (pew). Sippin' on lean that's wok (lean). All on my dick she won't stop, yah (bitch). I told her to give me some slop (neck). . Pull up we drop the top (top). My niggas they pop alot (pop). Cannot fuck with opps (never). Walk through and I buy all the shots, yah. . My bitch she looking so bad (ouu). I'm in it she calling me dad (yuh). She sayin' she miss what we had (huh?). Sorry I fuck 'em and pass (bitch). Thumbin' through these checks like I don't know better (hunnids nigga). Youngest hit maker nigga who better?</p>",Best Hip-Hop Playlist

457,Boof Pack,7wExAu2KtrNx2KKwsv5EUx,0,Lil Mosey,None,Northsbest,5zctI4wO9XSKS8XwcnqEHk,0.693,0.576,0,-6.955,1,0.0868,0.0975,0.0,0.691,159.978,,Best Hip-Hop Playlist

458,Rarri,1XnJkUVf3A4PVwe6AvaIfN,0,Lil Mosey,None,Northsbest,5zctI4wO9XSKS8XwcnqEHk,0.763,0.583,1,-7.315,0,0.0838,0.0977,1.45e-06,0.809,82.982,,Best Hip-Hop Playlist

459,That's My Bitch,64xTxVJPAhlPp2zmARJupJ,0,Lil Mosey,None,Northsbest,5zctI4wO9XSKS8XwcnqEHk,0.693,0.563,8,-8.553,0,0.0675,0.0507,0.0021,0.618,155.962,,Best Hip-Hop Playlist

460,V12,6umpNjuFvLRMievwEzmKih,0,Comethazine,None,Bawskee,1iJdyDcY98X3GMnUesl7tf,0.805,0.661,8,-3.832,1,0.0889,0.0134,0.0,0.363,139.906,,Best Hip-Hop Playlist

461,Trapstar,7yVFtG9hbDaCnW26YeS6D6,0,Lil Mosey,None,Northsbest,5zctI4wO9XSKS8XwcnqEHk,0.682,0.662,7,-5.782,1,0.0398,0.261,0.0,0.171,159.926,,Best Hip-Hop Playlist

462,Devil Speaks,7Lg9z2NeAqSmS0rG7HlmJ5,0,PRXJEK,None,LET THE WORLD BURN,6TeJpqb3PcvfHxjKAEKCNu,0.305,0.82,8,-4.988,1,0.114,0.0475,0.00156,0.164,172.935,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Prxjek Devil speaks"">search Prxjek Devil speaks lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

463,Track Meet,08kO7jcJV447x9RfNphssL,0,DevTakeFlight,None,Track Meet,0iewdDERn7Tw4X22vOSQDq,0.652,0.478,10,-9.215,1,0.131,0.06,0.0,0.546,130.519,,Best Hip-Hop Playlist

464,Unusual,5WaEyQrGLKzvLZnwGVVZgU,26,Quadeca,B. Lou,Unusual,3zz52ViyCBcplK0ftEVPSS,0.811,0.621,1,-9.08,1,0.343,0.0718,0.0,0.433,140.07,,Best Hip-Hop Playlist

465,No Deal,0HomOhzJvY1HBCXj2EnuOj,0,Quadeca,Moxas,No Deal,3zz52ViyCBcplK0ftEVPSS,0.654,0.783,8,-7.343,1,0.294,0.504,0.0,0.609,188.164,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Quadeca feat Moxas No deal"">search Quadeca feat Moxas No deal lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

466,Who Would've Thought,0MerxxwoFvZlagKBpwq79I,0,Quadeca,None,Out of Order,3zz52ViyCBcplK0ftEVPSS,0.648,0.793,1,-6.328,0,0.258,0.0536,1.12e-06,0.451,140.933,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Quadeca Who would've thought"">search Quadeca Who would've thought lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

467,Idgaf,3bVYgSZoeUVpcNRmH3BE75,0,Quadeca,None,Out of Order,3zz52ViyCBcplK0ftEVPSS,0.479,0.698,1,-7.596,1,0.264,0.0209,0.0,0.146,139.837,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Quadeca Idgaf"">search Quadeca Idgaf lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

468,Freestyle on a Thursday Afternoon,5SNUhtNA2X3zadiF4clAry,0,Quadeca,None,Out of Order,3zz52ViyCBcplK0ftEVPSS,0.715,0.809,10,-8.946,1,0.452,0.791,0.000129,0.393,95.301,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Quadeca Freestyle on a thursday afternoon"">search Quadeca Freestyle on a thursday afternoon lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

469,Hold Up,757T7RlLGDKZeqtPqv42xb,0,Quadeca,Quentin Miller,Out of Order,3zz52ViyCBcplK0ftEVPSS,0.843,0.647,1,-7.279,1,0.126,0.153,2.57e-05,0.437,129.924,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Quadeca feat Quentin Miller Hold up"">search Quadeca feat Quentin Miller Hold up lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

470,Consensus,21EYWJtWUyxBeuCfHvNtGL,0,Quadeca,Peter Kuli,Out of Order,3zz52ViyCBcplK0ftEVPSS,0.449,0.757,4,-7.54,0,0.289,0.0227,0.0,0.159,82.094,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Quadeca feat Peter Kuli Consensus"">search Quadeca feat Peter Kuli Consensus lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

471,Mase in '97,7j6OJzMIJL5JcFHyeSJZGV,60,Carnage,Lil Yachty,Mase in '97,7CCjtD0hCK005Bvg2WG1a7,0.684,0.785,11,-3.903,1,0.274,0.308,2.69e-05,0.486,143.84,"Bitch hop on your knees all this dick I'ma feed you. You open up bitch, it's so easy to read you. Not once in my life how I thought I should please you. I'm all 'bout my fetti, like Migos, we ready. She suck like spaghetti, Armani, Gianni stuff it all in stefani. Bitch, I'm so original just like fani. I might catch a body, I'm lying, I'm too rich for that. I need two bricks for that, I need to mix with that. What you call your life savings, I bought two whips with that. I rub on her clit cuz I like her response. Drive with the top down when I rock the pot. Got a pound of the breezy, just hopped on like tiggy. Keep Perry with me, he 'bout green like Luigi. I'm knowing you see me, bitch nigga can't beat me. . Run the city up. We don't give a fuck. Knuck if you buck. Knock a nigga stuck. Give a fuck about love. Stomp 'em out his stuff. Throw your hood up. Nigga, throw your hood up. . Real motherfucker, I'm too quick to ducking. I'll park it and sock it but nah, I won't come up. I'm first in the race. I get bored as quick, that's why I can't stay in place. I'm on you like mace. I won't stop spraying til you got a smile on your face. Bitch this fast and I'm Simon, I don't eat no salmon. I don't wear no Calvin's, I'm Leroy like Alvin. These niggas think dollars, I'm thinking 'bout millies. With Uzi in Philly. My mouth lookin chilly, these niggas look silly. Big shouts out to Glizzy, Tokyo and Rizzy. I'm rapping so fast, got that stupid hoe dizzy, her hair looking frizzy. 50 gang with me, 50 gang with me, bet you can't choose which one got the semi. Bitch got more hair than Jimmy, bitch granting wishes like Timmy, fuck you. . Run the city up. We don't give a fuck. Knuck if you buck. Knock a nigga stuck. Give a fuck about love. Stomp 'em out his stuff. Throw your hood up. Nigga, throw your hood up</p>",Best Hip-Hop Playlist

472,Yokai,2QiJNxJ8yAlzmf2iCdjkLl,4,Lil Gloomy,None,Yokai,3fv7XDp5SAOLG0RrozhQjF,0.633,0.82,5,-4.931,1,0.186,0.00862,0.0012,0.348,127.957,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Lil gloomy Yokai"">search Lil gloomy Yokai lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

473,Sippin' Tea in Yo Hood,2lsI1qQOkuR0hv03Ymu9lH,0,Day$Tar,Meech La'flare,Sippin' Tea in Yo Hood,6KrqYpHc3yCo5PdfZgkrZr,0.655,0.858,9,-2.739,1,0.29,0.104,0.0,0.718,146.027,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Day$tar feat Meech La'flare Sippin' tea in yo hood"">search Day$tar feat Meech La'flare Sippin' tea in yo hood lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

474,10 Freaky Girls (with 21 Savage),43lYaovU2FoeuBMNusVVVW,0,Metro Boomin,21 Savage,NOT ALL HEROES WEAR CAPES,0iEtIxbK0KxaSlF7G42ZOp,0.81,0.353,6,-9.931,0,0.31,0.588,0.0,0.0727,88.031,,Best Hip-Hop Playlist

475,KIKA,6Gy7rXB6Ku5vIWC7WGWsl3,0,6ix9ine,Tory Lanez,DUMMY BOY,7gZfnEnfiaHzxARJ2LeXrf,0.745,0.715,1,-3.368,0,0.245,0.128,0.0,0.342,94.513,,Best Hip-Hop Playlist

476,Casper,1B4gJRq61xTs6r1O0Uq2iY,67,Takeoff,None,The Last Rocket,3EW0kQ1skZiK1NHg3Spt9J,0.921,0.607,1,-7.397,1,0.209,0.525,1.12e-06,0.753,140.071,,Best Hip-Hop Playlist

477,Uptown Vibes (feat. Fabolous & Anuel AA),5kTQa2G88tHnKB1Y6vNTyn,42,Meek Mill,"Anuel AA, Fabolous",Uptown Vibes (feat. Fabolous & Anuel AA),20sxb77xiYeusSH8cVdatc,0.655,0.814,1,-3.225,1,0.0487,0.1,0.0,0.142,90.997,,Best Hip-Hop Playlist

478,SICKO MODE - Skrillex Remix,0u695M7KyzXaPIjpEbxOkB,60,Travis Scott,Skrillex,SICKO MODE (Skrillex Remix),0Y5tJX1MQlPlqiwlOH1tJY,0.651,0.833,1,-3.356,1,0.172,0.0214,0.0,0.443,155.051,,Best Hip-Hop Playlist

479,Die In It,5tJxIY3mDXgEWZ2rBgKjjO,18,Kid Ink,None,Die In It,6KZDXtSj0SzGOV705nNeh3,0.905,0.586,10,-6.634,0,0.0806,0.303,0.000101,0.292,89.999,"Watch them bitches kept that 4 page level up. Feeling like MJ with the glitter glove. Pimp slap a nigga wit a misses in the buff. Same city, I'm an LA citizen. With the bad bitches and that sticky-icky cinnabon. All I'm rollin', they follow Mozes. You got the wave, I split the ocean. Smell the roses, pop the rosé with my potion. Baby chill, take a pill here's a dosage. She just want a picture for the poster. And I'm posing like I'm praying at the photo doesn't focus. Yeah, yeah, Dita frames, kill the glass. Say you shine, I don't see it. Keep tryin', no design like me though. Know that I'm the coolest nigga since Sub-Zero. I just need a... . . Pool full of money, I'ma dive in it. I'm just trynna eat, no diet in it. Get her wet, then I dive in it. Pussy so good, I would die in it. . All black widow maker. And a trunk in the back like a Winnebago. Wake up in the mornin' and I lie in it. Turn around and I hit it like a lineman. Do the Heisman, all up in your hymen. Sippin' on Tequilla sun rise with the lime in. I'm gettin' high, but it's lowerin' my eye lids. Still see you niggas, I don't know just what the hype is. Say you run the game, look more like a stroller, troller. What you gon' do, what you doin'. Me and my dogs through the door like some Doberman. Stay inside your lane like bowling, you bogus. I need my way, young Carlito. This feelin' Al Pacino in Moschino. And the marina my Emmy: Iggy Marino. Look how we pass the reefer. I just need a.... . . Pool full of money, I'ma dive in it. I'm just trynna eat, no diet in it. Get her wet, then I dive in it. Pussy so good, I would die in it. . . Okay, yeah, it's Kid Ink. Aw yeah, aw yeah. Aw yeah, aw yeah. Aw yeah, aw yeah. I see them lookin' through my side eye. They just sittin' on the sideline. I stand up and throw my sign at them. Alumni I'ma die with them</p>",Best Hip-Hop Playlist

480,Big Deal,21Uv9wZMze08ZY0JnA5JUu,0,Kid Ink,None,Big Deal,6KZDXtSj0SzGOV705nNeh3,0.72,0.735,0,-3.188,1,0.055,0.00988,0.0,0.243,160.093,,Best Hip-Hop Playlist

481,Swervo,5Mt01H3gil3jKa91qpSQR4,0,G Herbo,Southside,Swervo,5QdEbQJ3ylBnc3gsIASAT5,0.707,0.82,2,-5.953,1,0.231,0.0113,0.0,0.566,140.071,,Best Hip-Hop Playlist

482,"Welcome to the Party (with Lil Pump, Juicy J, Famous Dex, & French Montana) - Remix",53GO7SC0UJhG8Rcuvf5Zub,56,Diplo,"Juicy J, Famous Dex, Lil Pump, French Montana","Welcome to the Party (with Lil Pump, Juicy J, Famous Dex, & French Montana) [Remix]",5fMUXHkw8R8eOP2RNVYEZX,0.693,0.893,2,-0.257,1,0.15,0.0829,0.0,0.515,171.971,,Best Hip-Hop Playlist

483,Frostbite (Remix) (feat. Offset & Rich The Kid),2ZLSnT49tvHVEhrhsrw483,40,Preme,"Offset, Rich The Kid",Frostbite (Remix) (feat. Offset & Rich The Kid),0bdJZl7TDeiymDYzMJnVh2,0.958,0.705,1,-4.916,1,0.167,0.204,2.02e-05,0.516,124.997,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Preme feat Offset Rich The Kid Frostbite"">search Preme feat Offset Rich The Kid Frostbite lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

484,Live SheckWes Die SheckWes,0asxiZ68X8m2wuJwsabF6d,0,Sheck Wes,None,Live SheckWes Die SheckWes,2RDOrhPqAM4jzTRCEb19qX,0.805,0.609,0,-8.309,1,0.26,0.0013,0.0263,0.503,139.95,,Best Hip-Hop Playlist

485,Kept Back (feat. Lil Pump) - Bonus Track Version,384Oc8MQzITdL2DGyCeivN,47,Gucci Mane,Lil Pump,Kept Back (feat. Lil Pump),13y7CgLHjMVRMDqxdx0Xdo,0.907,0.637,10,-5.498,1,0.117,0.0713,0.0,0.496,130.012,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Gucci mane feat Lil Pump Kept back   bonus track version"">search Gucci mane feat Lil Pump Kept back   bonus track version lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

486,Freshman List,45pufTUf5x1CWEyXJxGdA6,46,NAV,None,Freshman List,7rkW85dBwwrJtlHRDkJDAC,0.743,0.562,11,-8.154,1,0.301,0.14,0.0,0.437,172.049,"I wouldn't show up for the freshman list. Your swag expired, you ain't fresh like this. Shit on all my haters, I'ma make them pissed. I was made for this shit, rookie of the year. I wouldn't show up for the freshman list. Your swag expired, you ain't fresh like this. Shit on all my haters, I'ma make them pissed. . Trade my Honda to a Bentley. Now these fuckboys wanna end me. Ammunition, I got plenty. I squeezed it till it's empty. My haters, they resent me. Never checking what they send me. Don't touch me, I ain't friendly. I'm driving foreigns, I ain't renting. Your career is stuck on pending. The corner what I'm bending. You're thinking about lending. My money I ain't sending. You can't get a penny. You wanna see me fail because I'm balling. You a fake and we ain't got nothing in common. You didn't pick up when you saw me calling. So you wouldn't catch me if you saw me falling. Be careful who you shit on, they might make it, you never know. Don't try to come around me if you wasn't here before. You say you need some tickets, wanna see me at my show. I put my bitch in VIP, I put you on the floor. . I was made for this shit, rookie of the year. I wouldn't show up for the freshman list. Your swag expired, you ain't fresh like this. Shit on all my haters, I'ma make them pissed. I was made for this shit, rookie of the year. I wouldn't show up for the freshman list. Your swag expired, you ain't fresh like this. Shit on all my haters, I'ma make them pissed. . I'm rolling off a bean and I'm stoned. I just did a interview with Rolling Stone. My teachers used to call my momma on the phone. I failed in all my classes, hated going home. Got-Got a lot of problems that I handle on my on. Remember making beats and feeling stuck inside my home. And now when I come home, I'm fucking every bitch I know. I just show my chain off to Lil Uzi on the phone. I feeling in my zone, I took two 30's to the dome. I heard they pitch they shit up just so they can match my tone. I'm balling, you can't stand it how I keep you on your toes. No motion picture money rewinds in my video. When I'm in my city, I feel like I'm Rambo. My bro like a mechanic, always keep the hammer close. Do I believe in heaven? To be honest, I don't know. But I believe in Ghosts and I believe in Lambo's. . I was made for this shit, rookie of the year. I wouldn't show up for the freshman list. Your swag expired, you ain't fresh like this. Shit on all my haters, I'ma make them pissed. I was made for this shit, rookie of the year. I wouldn't show up for the freshman list. Your swag expired, you ain't fresh like this. Shit on all my haters, I'ma make them pissed</p>",Best Hip-Hop Playlist
